"username","content","date","likes_number","post_url"
"telstra","@joeromano14  Hi Joe, we've replied to your other post.",2023-05-25,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"itsjamesmct","Hope you remembered to remind Steve!!",2023-04-13,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"telstra","The problem is I've now forgotten what it was A_loveeyes¶",2023-04-13,"6","https://www.instagram.com/p/Cq9wGfupyK6/"
"itsjamesmct","@telstra Aww nooo A_loveeyes‚A_loveeyes‚",2023-04-13,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"the_kody_of_kennewells","Elite marketing humor",2023-04-13,"1","https://www.instagram.com/p/Cq9wGfupyK6/"
"ellahyphonrose","random notes > reminders app",2023-04-13,"1","https://www.instagram.com/p/Cq9wGfupyK6/"
"telstra","@ellahyphonrose it's like your own secret language",2023-04-13,"1","https://www.instagram.com/p/Cq9wGfupyK6/"
"jacksonloria","Story of my life",2023-04-13,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"darcyhmarks","Do you mean aubergine? ðŸ†",2023-04-13,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"telstra","@darcyhmarks it's for moussaka",2023-04-13,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"susiestar1","Is there one for Samsung?",2023-04-13,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"gtvone","Notes works so well, across platform too",2023-04-13,"1","https://www.instagram.com/p/Cq9wGfupyK6/"
"statewidespotters","Reminder to get your 5th dose of the jab ðŸ¥´",2023-04-13,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"will_baker018","That's your TFN admin? A_loveeyes‚A_loveeyes‚",2023-04-13,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"real_genuineservice2","F_redheartðŸ’¯ðŸ’“ðŸ‘…ðŸ’žðŸ‘…ðŸ’‹ðŸ‘…ðŸ’‹ðŸ‘…ðŸ’žðŸ’•ðŸ’•D_fireðŸ’¯ðŸ’•ðŸ’“ðŸ’ðŸ’“ðŸ’ðŸ’¥ðŸ’ðŸ¤¤ðŸ¤¤ðŸ’•ðŸŒºðŸ’¦F_redheartâ€D_fireðŸ’žðŸŒºðŸ’“ðŸ’“ðŸŒºðŸ’¯ðŸ’",2023-04-13,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"jpaull88","@telstra â€œfix your mobile tower in Rosebud Victoriaâ€ when are you going to tick that box? Or just keep taking peoples money?",2023-04-26,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"telstra","@jpaull88  There's been some recent disruptions impacting mobile coverage in the area. Nothing currently listed, and I'd recommend restarting your mobile if you're having trouble. If that doesn't help, please feel welcome to send us a message. We'll do what we can, or help guide the right way. -Shannon",2023-04-26,"0","https://www.instagram.com/p/Cq9wGfupyK6/"
"lozballie","I think @eggy.app will change your mind A_loveeyes",2023-04-13,"4","https://www.instagram.com/p/Cq9wGfupyK6/"
"zxer_3rah","Pots",2023-05-26,"0","https://www.instagram.com/p/Cq4uGqcJbSQ/"
"itsjamesmct","Such a beautiful origin story ðŸ¥°ðŸ¥°",2023-04-11,"1","https://www.instagram.com/p/Cq4uGqcJbSQ/"
"telstra","@itsjamesmct AGB walked so Telstra could run (and make memes)",2023-04-12,"1","https://www.instagram.com/p/Cq4uGqcJbSQ/"
"thezengineer","You have to invent government sell offs too.",2023-04-12,"1","https://www.instagram.com/p/Cq4uGqcJbSQ/"
"tjfairtime","Your phone box's are faulty too",2023-05-25,"0","https://www.instagram.com/p/Cq4uGqcJbSQ/"
"s.fairley1986","First phone call EVA...",2023-04-12,"0","https://www.instagram.com/p/Cq4uGqcJbSQ/"
"cozyjuicebox","And the downfall began",2023-04-12,"4","https://www.instagram.com/p/Cq4uGqcJbSQ/"
"pangeaandalmostback","@lifelinkscurriculum @lisamillartv",2023-05-26,"0","https://www.instagram.com/p/Cq4uGqcJbSQ/"
"disappointmentf1avouredjuulpod","@telstra_payphones_official",2023-04-12,"0","https://www.instagram.com/p/Cq4uGqcJbSQ/"
"jpaull88","@telstra would have had better coverage than Rosebud Victoria I bet.",2023-04-26,"0","https://www.instagram.com/p/Cq4uGqcJbSQ/"
"thetravellercouple","lol A_loveeyes‚",2023-04-09,"0","https://www.instagram.com/p/Cqws6u-vIoG/"
"itsjamesmct","The Matrix must have paid billions to feature Australia's best telco in their movie A_loveeyesA_loveeyes",2023-04-08,"4","https://www.instagram.com/p/Cqws6u-vIoG/"
"palzer0","I mean you never had dropouts in all those phone calls for a reason.",2023-04-08,"2","https://www.instagram.com/p/Cqws6u-vIoG/"
"myevent.io","F_redheart",2023-04-09,"0","https://www.instagram.com/p/Cqws6u-vIoG/"
"smarto_time","That's what your call centre should be renamed.",2023-04-08,"0","https://www.instagram.com/p/Cqws6u-vIoG/"
"beau_simzy","If your marketing teams greatest life achievement is a movie from 20 years ago than BOOM!  LOL",2023-04-09,"0","https://www.instagram.com/p/Cqws6u-vIoG/"
"beau_simzy","That's why you have filo call centres who can't understand English.",2023-04-09,"0","https://www.instagram.com/p/Cqws6u-vIoG/"
"sailormorrigon","don't ruin succession for us",2023-04-07,"2","https://www.instagram.com/p/Cqr2efnJ-Jb/"
"telstra","Ooops ðŸ¤­",2023-04-07,"0","https://www.instagram.com/p/Cqr2efnJ-Jb/"
"bartholomew.cross","Don't do Leonard Cohen dirty like that",2023-04-07,"0","https://www.instagram.com/p/Cqr2efnJ-Jb/"
"chelseazovko","Telstra is a s c a m. Hope the measely 2k you sucked out of me this year was worth it mr conglomeration A_loveeyes‚ ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½ðŸ–•ðŸ½",2023-04-08,"2","https://www.instagram.com/p/Cqr2efnJ-Jb/"
"_hermaphroditus","I know I'm boosting the algorithm for you by commenting but I think your marketing team should make original content or you could fire quite a few of them if you're going down this route.",2023-04-09,"0","https://www.instagram.com/p/Cqr2efnJ-Jb/"
"s.obricn","because of the data retention laws?",2023-04-09,"0","https://www.instagram.com/p/Cqr2efnJ-Jb/"
"lukehopewell","Incredible.",2023-04-05,"1","https://www.instagram.com/p/CqpOVy_PKpT/"
"tjfairtime","Got more chance of seeing a unicorn than Telstra service",2023-05-25,"0","https://www.instagram.com/p/CqpOVy_PKpT/"
"telstra","@tjfairtime I can see you have multiple conversations with different agents @tjfairtiime. In order for us to help you as best we can, please do keep your enquiries to just the one agent assisting you. - Jax",2023-05-25,"0","https://www.instagram.com/p/CqpOVy_PKpT/"
"__oscar________","Mistaken for Tesla??? A_loveeyes‚A_loveeyes‚A_loveeyes‚ #typo",2023-04-05,"5","https://www.instagram.com/p/CqpOVy_PKpT/"
"telstra","@__oscar________ It's a real thing that happens ðŸ¤·â€â™‚ï¸",2023-04-05,"3","https://www.instagram.com/p/CqpOVy_PKpT/"
"itsjamesmct","No typo! Heaps of people apply to Telstra thinking it's Tesla. They're making a good mistake though ðŸ¥°",2023-04-05,"3","https://www.instagram.com/p/CqpOVy_PKpT/"
"telstra","@itsjamesmct thanks bestie",2023-04-06,"1","https://www.instagram.com/p/CqpOVy_PKpT/"
"__oscar________","@telstra A_loveeyes‚ I just enjoy teasing the company I love working for!! F_redheart",2023-04-06,"0","https://www.instagram.com/p/CqpOVy_PKpT/"
"lachiwoods","the internet works fast, but the Telstra social media team works faster A_loveeyes‚",2023-04-05,"12","https://www.instagram.com/p/CqpOVy_PKpT/"
"telstra","@lachiwoods ~social media is my passion~",2023-04-06,"3","https://www.instagram.com/p/CqpOVy_PKpT/"
"kplatt","Tesla?",2023-04-06,"1","https://www.instagram.com/p/CqpOVy_PKpT/"
"telstra","These payphones aren't pink for no reason F_sparkleheart",2023-04-05,"5","https://www.instagram.com/p/CqpOVy_PKpT/"
"diegomateo_55","F_redheartF_redheart",2023-04-15,"0","https://www.instagram.com/p/CqpOVy_PKpT/"
"pedroohsouza","@salomigs morta",2023-04-06,"1","https://www.instagram.com/p/CqpOVy_PKpT/"
"sixissick","Omg I have one of these barbies near my house F_sparkleheart",2023-04-06,"1","https://www.instagram.com/p/CqpOVy_PKpT/"
"mumma_minguez","Ha Ha so good",2023-04-08,"0","https://www.instagram.com/p/CqpOVy_PKpT/"
"sailorsolidarity","If your marketing team is tryna push away your younger clientele they're doing a great job.",2023-04-07,"8","https://www.instagram.com/p/CqpOVy_PKpT/"
"emmafowler","r/fellowkids",2023-04-08,"4","https://www.instagram.com/p/CqpOVy_PKpT/"
"thesampatterson","You wrote tesla LLLOLOLOLO",2023-04-06,"3","https://www.instagram.com/p/CqpOVy_PKpT/"
"thebrennanator","Caption more fragile than a cybertruck window",2023-04-06,"6","https://www.instagram.com/p/CqpOVy_PKpT/"
"djtriplett_","@mitchcrisp A_loveeyes‚",2023-04-08,"0","https://www.instagram.com/p/CqpOVy_PKpT/"
"_heided","A_loveeyes‚",2023-04-07,"0","https://www.instagram.com/p/CqpOVy_PKpT/"
"beautybykarlz_hmua","A_loveeyes‚",2023-04-08,"0","https://www.instagram.com/p/CqpOVy_PKpT/"
"itskimstephanie","If your marketing department is proud of this... I'm sorry for you.",2023-04-06,"16","https://www.instagram.com/p/CqpOVy_PKpT/"
"ladybordeaux01","A_loveeyes‚A_loveeyes‚A_loveeyes‚A_loveeyes‚A_loveeyes‚",2023-04-07,"0","https://www.instagram.com/p/CqpOVy_PKpT/"
"smarto_time","If I ever find time to sit on the phone for another 1.5 hrs I will try for the 6th time to get the credit from a previous mobile account transferred to my home internet account. Let's face it the image your try to depict of being a modern tech/communications company doesn't ring true when basic undertakings with accounts are a struggle. There are kids in high school learning how to do this.",2023-04-03,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"telstra","I am sorry to hear about this experience. If you would like to send a Direct Message, we can see what is going on directly. I do also have a team on hand from 8am - 8pm (AEST) at https://tel.st/29ui9y - Jo",2023-04-03,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"smarto_time","@telstra nah it's fine. It's almost like this thing I do when really bored (which isn't often) just for a bit of a laugh. I'm kind of interested in finding out how many times I can call up before it's fixed. It's really funny don't you think? Because this is 101 stuff for a modern technically advanced company.",2023-04-04,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"ellahyphonrose","my poor storage is fighting for its life",2023-03-30,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"testok5197","My home screen definitely looks like the second A_loveeyes‚A_loveeyes‚",2023-03-29,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"telstra","You and me both, Tariq.",2023-03-29,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"tinalovesmichael","Agree, no internet for 2 weeks, nbn appt cancelled 5 times. Going through a loop of troubleshooting, confirming nbn is an issue, nbn cancelling, calling Telstra, repeat, repeat, repeat.",2023-04-04,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"tinalovesmichael","They have no solution, no escalation process, not proactive at all.",2023-04-04,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"nrshepherd1979","No no no. Neat and tidy thanks. Just like the desktop of my Mac haha",2023-04-01,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"harrytuckerr","Reporting live from camp Pedro ðŸ«¡",2023-03-30,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"telstra","@harrytuckerr welcome to the club",2023-03-30,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"chelseazovko","Honestly I don't even have to try, I can see how little grab this acc has. You're gonna do yourself in with your lies and scAms A_loveeyes‚",2023-04-08,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"boskophoto_","@telstra THE WORST COMMUNICATION COMPANY I HAVE EVER DEALT WITH IN MY LIFE! CUSTOMERS BEWARE! THE INCOMPETENCE IN UNBELIEVABLE!",2023-03-30,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"jamie_fascinato","@boskophoto_ why do you say so?",2023-03-30,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"boskophoto_","@jamie_fascinato because I've experienced it!",2023-03-31,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"jamie_fascinato","@boskophoto_ yeah, made some enquiries earlier, appears they declined in services",2023-03-31,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"boskophoto_","@jamie_fascinato too many staff are under trained. Chasing your tail all the time until you finally find one that has the knowledge. Only took 10 hours of my time!",2023-03-31,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"jamie_fascinato","@boskophoto_ A_loveeyes‚10 hours?! Hilarious",2023-03-31,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"boskophoto_","@jamie_fascinato yes when you add up 2- 3 hours on one call and then another call@it all added up, the waiting time to get to talk to someone was the longest.",2023-03-31,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"dlmags22","@magssandy",2023-04-03,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"dajomanbis","@kaimiseta",2023-03-31,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"talbyd","@kianidelaney",2023-04-01,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"cudermanjames","@shortislandicedtea_",2023-04-04,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"shortislandicedtea_","@cudermanjames not wrong",2023-04-04,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"connor__knight","@mikaylaknight_",2023-04-02,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"benbullshit","@jac_x",2023-03-31,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"melanie.bate","@em.bate",2023-04-01,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"showbags91","@mexican__radio",2023-04-01,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"melijayne6","@jamesgibb90",2023-04-03,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"deakal","@laura_callo",2023-04-03,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"rosa_lalita","@tobarguardado",2023-04-04,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"pezza313","@em.lora92",2023-03-31,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"daleplant","@jadeangelique",2023-04-01,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"zacflemo","Silence, Brand!",2023-04-04,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"shan_eye_ah","@mattwiringi my screen vs your screen",2023-04-04,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"jethro_fnq","2 weeks too late.",2023-04-01,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"afzalh07_","Wtf, why 90% of your apps are similar with mine",2023-04-03,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"marissaleenugent","@tomfaze you and me haha",2023-04-04,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"charlie_elizabeth","@patpower_88 A_loveeyes‚",2023-04-01,"1","https://www.instagram.com/p/CqXdymUp-4N/"
"melalicious2","@leahboorn you vs me A_loveeyes‚A_loveeyes‚",2023-04-01,"0","https://www.instagram.com/p/CqXdymUp-4N/"
"russellwest28","HAHAHAHHAA",2023-03-27,"0","https://www.instagram.com/p/CqSCkgapILD/"
"itsjamesmct","telstra = woke A_loveeyesŒ",2023-03-27,"4","https://www.instagram.com/p/CqSCkgapILD/"
"ellahyphonrose","I am living for telstra keeping with the trends",2023-03-27,"2","https://www.instagram.com/p/CqSCkgapILD/"
"telstra","@ellahyphonrose I try ðŸ’â€â™‚ï¸",2023-03-28,"1","https://www.instagram.com/p/CqSCkgapILD/"
"b_minniti","A_loveeyes‚",2023-03-27,"0","https://www.instagram.com/p/CqSCkgapILD/"
"madmex","Just typing to see whether you're a burrito or nachos fan",2023-04-19,"0","https://www.instagram.com/p/CqSCkgapILD/"
"latitude_34_gerroa","I sent my DM message through to you 4 hours agoâ€¦.& no reply back from youâ€¦.which seems to be the way #telstra communicates with your customers .#vickybrady",2023-03-28,"0","https://www.instagram.com/p/CqSCkgapILD/"
"telstra","Hi latitude_34_gerroa, I had responded to you there at 8:58am adelaide time. Are you able to check your privacy settings for me to see if you're able to accept messages from us?",2023-03-28,"0","https://www.instagram.com/p/CqSCkgapILD/"
"latitude_34_gerroa","@telstra I have been receiving DM's all dayâ€¦nothing from #Telstra. I assume you can access my phone number via the case number provided to call meâ€¦..",2023-03-28,"0","https://www.instagram.com/p/CqSCkgapILD/"
"telstra","I'm not able access or disclose any account information without first verifying you. I'm going to go ahead and send through that message again via DM now.",2023-03-28,"0","https://www.instagram.com/p/CqSCkgapILD/"
"latitude_34_gerroa","@telstra I have checkedâ€¦.Telstra is not blockedâ€¦.",2023-03-28,"0","https://www.instagram.com/p/CqSCkgapILD/"
"latitude_34_gerroa","I don't recommend anyone purchase items through the Telstra Reward store. I purchased an Apple product through the store nearly 3 weeks ago. I discovered at the beginning of last week the Apple product was delivered to the wrong Stateâ€¦.despite giving the correct delivery address to Telstra when the order was placed A week later after many phone calls to Telstra & using their useless My Telstra App; I am still to hear from the Case Manager who has supposedly been assigned to this case. I have been told you can't directly call the Case Managerâ€¦.you need to wait for them to call you. How much longer do I need to wait Telstra to finally receive my Apple purchase Telstra?!For a telecommunication company Telstra, you are embarrassingly unprofessional in communicating with your customers. ..#hopelesstelstra #telstra #dobettertelstra",2023-03-28,"0","https://www.instagram.com/p/CqSCkgapILD/"
"6ix_tizm","Judgement day approaches Mr T",2023-03-29,"0","https://www.instagram.com/p/CqSCkgapILD/"
"tahnsplansthings","â€œSituationshipâ€ A_loveeyes‚A_loveeyes‚ by geez grammar and the English language has gone down the crapper ðŸš½ no wonder this new generation isn't that intelligent A_loveeyes‚A_loveeyes‚",2023-03-27,"2","https://www.instagram.com/p/CqSCkgapILD/"
"yescigy","Telstra are finished",2023-03-27,"1","https://www.instagram.com/p/CqSCkgapILD/"
"ellahyphonrose","F_redheartF_redheartF_redheart",2023-03-24,"0","https://www.instagram.com/p/CqKH96wJZWX/"
"jailsonstns","WORST CELL PHONE COMPANY IN AUSTRALIA TELSTRA.  I bought a new iPhone cell phone, less than a month it broke, the screen went out and it didn't work anymore, I took it to the store I was treated badly, nobody cared about my case, they sent it to assistance, I was supposed to have a new cell phone in my hands in two weeks, no one got back to me by email or message as promised, I had to go to the store again, I was poorly attended again, they promised me a new cell phone with a new contract, they asked for 5 documents, I provided them all, I went back to the store even so they said no the same thing that the store requested was enough, they asked for more documents, I provided it again, once again it was not enough, this happened three times, every day I went back to the store to be attended to, nobody knew what was going on when they were assisting me , I could clearly see that they were stalling and with no desire to resolve my case, I had already lost more than 5 days of work, no one from the company was going to pay for those days that I missed, and for a reason they requested from  documents to make a new contract and the same document they requested do not accept.  It's unbelievable what they're doing, for a company the size of TELSTRA, my biggest regret was leaving the operator VODAFONE, always very attentive.  Here's advice for anyone who is about to join and be a TELSTRA customer, stay away from this company and this store.  So far it's been over 1 month I still don't have my cell phone and they're dragging me down every day, they're not worried about my case, tomorrow I'm going to the store I only leave there with my cell phone or my contract cancelled.",2023-03-24,"0","https://www.instagram.com/p/CqKH96wJZWX/"
"telstra","Hi there, that sounds a bit odd. Happy to see how we can help there, please DM us.",2023-03-24,"1","https://www.instagram.com/p/CqKH96wJZWX/"
"tjfairtime","Yep, that's Telstra",2023-05-25,"0","https://www.instagram.com/p/CqKH96wJZWX/"
"smarto_time","Every call every time is 45-60 minute wait. Can we invoice this time to Telstra? Is it that hard to get staff? I got charged an extra on my mobile account per month, what's the extra money going towards? It's not staffing that's for sure.",2023-03-27,"0","https://www.instagram.com/p/CqKH96wJZWX/"
"yescigy","Where's my samsung s23 Mr telephone man there's something wrong with my line",2023-03-24,"0","https://www.instagram.com/p/CqKH96wJZWX/"
"jonnithorburn","Just saw your ad on the TVâ€¦ Quote. More reliable than your family!!! WTF!",2023-03-24,"1","https://www.instagram.com/p/CqKH96wJZWX/"
"joe_guy_89","And goes to show how far behind as a country we are in this sector",2023-05-25,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"jailsonstns","WORST CELL PHONE COMPANY IN AUSTRALIA TELSTRA.  I bought a new iPhone cell phone, less than a month it broke, the screen went out and it didn't work anymore, I took it to the store I was treated badly, nobody cared about my case, they sent it to assistance, I was supposed to have a new cell phone in my hands in two weeks, no one got back to me by email or message as promised, I had to go to the store again, I was poorly attended again, they promised me a new cell phone with a new contract, they asked for 5 documents, I provided them all, I went back to the store even so they said no the same thing that the store requested was enough, they asked for more documents, I provided it again, once again it was not enough, this happened three times, every day I went back to the store to be attended to, nobody knew what was going on when they were assisting me , I could clearly see that they were stalling and with no desire to resolve my case, I had already lost more than 5 days of work, no one from the company was going to pay for those days that I missed, and for a reason they requested from  documents to make a new contract and the same document they requested do not accept.  It's unbelievable what they're doing, for a company the size of TELSTRA, my biggest regret was leaving the operator VODAFONE, always very attentive.  Here's advice for anyone who is about to join and be a TELSTRA customer, stay away from this company and this store.  So far it's been over 1 month I still don't have my cell phone and they're dragging me down every day, they're not worried about my case, tomorrow I'm going to the store I only leave there with my cell phone or my contract cancelled.",2023-03-24,"1","https://www.instagram.com/p/CqHTwGPB6tU/"
"ryan_gooding__","All in a day's work maaate!",2023-03-23,"3","https://www.instagram.com/p/CqHTwGPB6tU/"
"maxjhawker","@ryan_gooding__ I reckon!",2023-03-23,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"joeromano14","You want bad service? You want a company which charges you $60/month for a huge amount of data, says you use it, then doesn't provide the advertised service? You want a company which will show 5G on your phone and then not be able to utilise it? Look no further! Telstra is the worst!",2023-05-25,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"thebrigadier","ðŸ•ðŸ™ðŸ’ðŸ’",2023-03-23,"1","https://www.instagram.com/p/CqHTwGPB6tU/"
"maxjhawker","@thebrigadier hope you're having a dope day man!",2023-03-23,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"thebrigadier","@maxjhawker my dog actually sent that while I was carrying her. She enjoys your content too. ðŸ™ŠðŸ¾",2023-03-24,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"n_england_antiques","Great content - glad to see you get done int'l traveling done and see what tech is coming.",2023-03-24,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"adammellross","I love your stuff since finding you mate well done lucky bugga",2023-05-26,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"ryankmatchett","So wholesome",2023-03-23,"3","https://www.instagram.com/p/CqHTwGPB6tU/"
"maxjhawker","@ryankmatchett always!",2023-03-23,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"dannywolfe444","A_loveeyes‚A_loveeyes‚A_loveeyes‚A_loveeyes‚A_loveeyes‚",2023-03-23,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"saqib.x86","STC Pass/ID holder? A_loveeyes®I didn't see that coming!",2023-04-05,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"ianfrye","Me watching this in the middle of the ocean on starlink with the worst lag ðŸ¤£ðŸ¤£",2023-03-23,"4","https://www.instagram.com/p/CqHTwGPB6tU/"
"maxjhawker","@ianfrye At least ya connected though! Hahaha",2023-03-23,"1","https://www.instagram.com/p/CqHTwGPB6tU/"
"maggten1","@ianfrye if you need a good stream with full access to most of your favourite channels then contact @bigmacktv",2023-03-29,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"jamiebruh96","Hey man I know your super busy ive messaged you a few times D_tdðŸ’¯ loving the videos",2023-03-24,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"john.28329","Still got 3rd world internet tho",2023-04-12,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"the1markstreet","You know that box robot works perfectly, without an internet connection, right? In fact industrial equipment like that shouldn't be online as they are rarely cyber secure.",2023-03-23,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"s3stores4you","@s3stores4you",2023-03-23,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"beaupeterbrooks","How interesting! Would have been an awesome day!",2023-03-23,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"swervn_mervn","Bruh, Telstra partner? You know they're a god awful business right?",2023-03-23,"2","https://www.instagram.com/p/CqHTwGPB6tU/"
"oyecanaan","WHATS DIGGIN",2023-03-23,"7","https://www.instagram.com/p/CqHTwGPB6tU/"
"brett_m_ray","The sound was way out in that. My Ping must be shite as!",2023-03-23,"1","https://www.instagram.com/p/CqHTwGPB6tU/"
"gepsworld","It's all about the PING D_tdâ€¦ maybe we can get a good ping and then smash it with a bit of heat?",2023-03-23,"1","https://www.instagram.com/p/CqHTwGPB6tU/"
"nunyabizniz_","No one likes shitty pingers",2023-03-23,"5","https://www.instagram.com/p/CqHTwGPB6tU/"
"systemneodutch","I meannnnnnn.",2023-03-23,"2","https://www.instagram.com/p/CqHTwGPB6tU/"
"kell.yjohnson54","We Are Looking For Assistants/- Part-time and full-time jobs availableavailable in AustraliaWAG!? DOG WALKING COMPANY LOCATION: Melbourne / Gold Coast / Adelaide / Perth / Sydney / BrisbaneðŸ•°5 working days in weekshift timing for part time 2-5 hours and full time 8hourssalary:Salary : Per Day $250/300_Salary : Per Week $1300/1500_Salary : Per Month $5500/6500Requirements:-âœ… Basic English-âœ… Be available minimum 4 days per week-âœ… No experience required (Training will be provided) Interested inbox me",2023-03-26,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"mitchell.budd","All that fancy stuff and I can't even get phone service at my house good enough to make a phone call 18km out of a inland city ðŸ¤·â€â™‚ï¸",2023-03-25,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"adz.dodson","Yeah i got low ping at 12ms,but only 18mbps internet speeds with telstra",2023-03-27,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"pacers76","@mmaadds_",2023-03-25,"0","https://www.instagram.com/p/CqHTwGPB6tU/"
"rosiepatrielli","A_loveeyes‚",2023-03-22,"0","https://www.instagram.com/p/CqFVhDkpCyY/"
"ramimallis","ðŸŽ¯",2023-03-25,"0","https://www.instagram.com/p/CqFVhDkpCyY/"
"vishakha_sodah","Omg! How did you manage to get this sound ?",2023-03-22,"0","https://www.instagram.com/p/CqFVhDkpCyY/"
"popplio_zach","Somebody should sample this and make a song out of this lol",2023-03-22,"0","https://www.instagram.com/p/CqFVhDkpCyY/"
"numloxx","Why do we not get that noise nowadays? What frequency was it?",2023-03-23,"0","https://www.instagram.com/p/CqFVhDkpCyY/"
"andrea.dragic","Someone has enough time to post these idiotic memes whilst I have to go online, call twice and send 3 emails over two days to get a simple redirection taken of a business account to which Dave tells me it's on a list of things to be done today.",2023-03-24,"1","https://www.instagram.com/p/CqFVhDkpCyY/"
"nihit.naphray","I was there 3000 years ago",2023-03-22,"1","https://www.instagram.com/p/CqFVhDkpCyY/"
