"brand","tagged_users","username","numbers","interactions","comments","post_date","post_caption","post_url"
"Telstra","","telstra","60","likes",2,2022-11-14,"there is nothing more flattering ðŸ¥´","https://www.instagram.com/p/Ck7k2gJJkkP/"
"Telstra","","telstra","132","likes",9,2022-11-11,"â€¢","https://www.instagram.com/p/Ckz2xgbpZnT/"
"Telstra","","telstra","224","likes",11,2022-11-09,"my employed friend at 2pm on a Wednesday afternoonðŸ“·: Ryan Froude","https://www.instagram.com/p/CkurfW0hb4T/"
"Telstra","","telstra","176","likes",12,2022-11-04,"you're welcome ðŸ’â€â™€ï¸","https://www.instagram.com/p/CkheKzpJHpA/"
"Telstra","","telstra","85","likes",3,2022-11-02,"I guess I know what my Spotify Wrapped's gonna look like ðŸ•°","https://www.instagram.com/p/CkcsYhepJNf/"
"Telstra","","telstra","689","likes",35,2022-10-27,"Text messages ain't the sameâ€¦","https://www.instagram.com/p/CkNahKKpWw6/"
"Telstra","microsoftteams","telstra","205","likes",5,2022-10-18,"I took these in my last meeting. Don't tell my manager (or their manager, because they're in it)","https://www.instagram.com/p/Cj107m2r6ow/?img_index=1"
"Telstra","","telstra","391","likes",22,2022-10-10,"Here's a random collection of old payphone photos. Which one's your favourite?","https://www.instagram.com/p/CjheHw4p_-X/?img_index=1"
"Telstra","","telstra","239","likes",8,2022-10-03,"â€¢","https://www.instagram.com/p/CjPy7LOjiWa/"
"Telstra","","telstra","343","likes",15,2022-09-26,"Swipe beast","https://www.instagram.com/p/Ci9ec55p5nC/"
"Telstra","","telstra","137","likes",14,2022-09-23,"â€¢","https://www.instagram.com/p/Ci133a5pdjL/"
"Telstra","","telstra","569","likes",17,2022-09-20,"â€¢","https://www.instagram.com/p/CitjSlBJsqS/"
"Telstra","","telstra","5,385","likes",13,2022-09-16,"Every fan is why we're working with the @afl on tech like this.","https://www.instagram.com/p/CijBtiMDN6H/"
"Telstra","","telstra","5,431","likes",16,2022-09-15,"What if we kissed under the Telstra tower sunsetðŸ“¸ @wanderlust73","https://www.instagram.com/p/CihMki9p0SG/"
"Telstra","","telstra","582","likes",13,2022-09-08,"Telstra is thrilled to offer Apple's new products, including the most advanced iPhone lineup ever with iPhone 14, iPhone 14 Plus, iPhone 14 Pro, and iPhone 14 Pro Max, AirPods Pro (2nd Generation), Apple Watch Series 8 with best-in-class health features, redesigned Apple Watch SE at a new starting price, and Apple Watch Ultra with a new bold design and wide range of features built for endurance, exploration, and adventure. Head over to telstra.com.au/mobile-phones/apple to learn more.","https://www.instagram.com/p/CiO1BveJQp6/?img_index=1"
"Telstra","","telstra","207","likes",24,2022-09-07,"This is *my* standing ovation","https://www.instagram.com/p/CiMjYm3pgGe/"
"Telstra","","telstra","204","likes",4,2022-09-04,"If you haven't received a ðŸ‘ today, maybe it's time to send a Father's Day text","https://www.instagram.com/p/CiEElKugqFY/"
"Telstra","","telstra","606","likes",7,2022-09-01,"Hey Siri, tell it to me straight","https://www.instagram.com/p/Ch9EigEJVU8/"
"Telstra","","telstra","2,973","likes",22,2022-08-30,"Got a better fan banner idea than Lynchy? C_seenoCreate your own #TelstraFanBanner and get behind your favourite #AFLFinals team today!","https://www.instagram.com/p/Ch4BLgipZg1/"
"Telstra","","telstra","965","likes",14,2022-08-26,"Pics are from my old tumblr","https://www.instagram.com/p/ChtF5XAJfAI/"
"Telstra","","telstra","3,540","likes",9,2022-08-25,"Did we bring Dan back after 17 years? Yes.Do you feel old yet? Also Yes.","https://www.instagram.com/p/Chqa7OEJZ-7/"
"Telstra","","telstra","2,361","likes",11,2022-08-24,"This is an official unit of measurement now.","https://www.instagram.com/p/ChohWWvJHd3/"
"Telstra","","telstra","824","likes",13,2022-08-22,"Wrong answers only ðŸ¤­","https://www.instagram.com/p/ChjVsAbJDjv/"
"Telstra","","telstra","1,558","likes",7,2022-08-19,"What's 400,000km long, lives at the bottom of the ocean and spends a lot of time on the internet? These guys.","https://www.instagram.com/p/ChbSxK8Jcvy/"
"Telstra","","telstra","3,437","likes",36,2022-08-12,"I'm the cordless phone that runs out of battery and gets lost somewhere in the house forever.","https://www.instagram.com/p/ChJKv7VMszT/"
"Telstra","","telstra","1,824","likes",13,2022-08-10,"â€¢","https://www.instagram.com/p/ChD-T8pJJwk/"
"Telstra","itsjamesmct","telstra","150","likes",10,2022-08-04,"It me A_loveeyes Photos by @itsjamesmct","https://www.instagram.com/p/Cg01TYAN_AY/?img_index=1"
"Telstra","","telstra","496","likes",12,2022-08-03,"not a paid partnership with the crazy frog","https://www.instagram.com/p/Cgykz27JFgS/"
"Telstra","","telstra","49","likes",12,2022-07-25,"Bills down the middle or is this you?","https://www.instagram.com/p/CgbbqWcJYOB/"
"Telstra","","telstra","360","likes",13,2022-07-22,"Little Miss logging off after posting this(creative credit: Roger Hargreaves)","https://www.instagram.com/p/CgTcavEJjJC/?img_index=1"
"Telstra","","telstra","1,546","likes",34,2022-07-21,"hey @microsoft, take your time","https://www.instagram.com/p/CgQc1qqpUlx/"
"Telstra","","telstra","256","likes",12,2022-07-20,"happy hump day ðŸ¥´","https://www.instagram.com/p/CgN4s2HNMsG/?img_index=1"
"Telstra","","telstra","497","likes",13,2022-07-19,"Last night was a ðŸŽ¥","https://www.instagram.com/p/CgL5C5-BV05/"
"Telstra","","telstra","811","likes",8,2022-07-15,"Well if it ain't the consequences of my own actions ðŸ¤¦â€â™‚ï¸","https://www.instagram.com/p/CgBMH6eJY9G/"
"Telstra","","telstra","5,055","views",39,2022-07-14,"We're making changes, ð™›ð™¤ð™§ ð™®ð™¤ð™ª.Like answering 100% of calls right here in Australia.","https://www.instagram.com/p/Cf-cOolJSQp/"
"Telstra","","telstra","10,789","likes",22,2022-07-12,"â€¢","https://www.instagram.com/p/Cf5xu5EJ_ds/"
"Telstra","","telstra","1,352","likes",17,2022-07-09,"If you struggle to get mobile coverage in regional areas, don't yeet your phone. Watch this.","https://www.instagram.com/p/CfyRuG4pc8D/"
"Telstra","","telstra","419","likes",20,2022-07-08,"just doing my best","https://www.instagram.com/p/Cfvh906J--i/?img_index=1"
"Telstra","","telstra","134","likes",17,2022-06-29,"If your convo looks like this you just know the tea's gonna be good","https://www.instagram.com/p/CfX-VxwJ42R/"
"Telstra","","telstra","364","likes",16,2022-06-28,"Running Up That Hill was a close second.","https://www.instagram.com/p/CfVtPNipTdy/"
"Telstra","","telstra","1,034","likes",23,2022-06-22,"Popped the bonnet for y'all.","https://www.instagram.com/p/CfGQc-6J0lr/"
"Telstra","","telstra","6,156","likes",16,2022-06-15,"now that live gigs are back ðŸ‘€","https://www.instagram.com/p/Ce0TYqKpX3m/"
"Telstra","","telstra","193","likes",26,2022-06-06,"streaming, crying, throwing up","https://www.instagram.com/p/Cec3hSnpct8/"
"Telstra","","telstra","241","likes",13,2022-05-30,"Reliving THAT goal after the siren with @patrickdangerfield #20yearsofpartnership #AFL","https://www.instagram.com/p/CeK1go2JpoS/"
"Vodafone AU","","vodafoneau","39","likes",0,2023-07-28,"Calling all Jonas Brothers fans! Get exclusive pre-sale access when you're with Vodafone to see Jonas Brothers in Australia for the first time ever. Limited availability, so act fast. Pre-sale kicks off on 4.8.23. Click the link in our bio to find out more. T&Cs apply.","https://www.instagram.com/p/CvO0J0qrsqL/"
"Vodafone AU","","vodafoneau","34","likes",1,2023-07-20,"Calling all Louis Tomlinson fans! Unlock the ultimate concert experience with Vodafone. Get your exclusive pre-sale access when you're with Vodafone and secure your spot for an unforgettable night. Limited availability, so act fast. Pre-sale kicks off on 21.7.23. Click the link in our bio to find out more. T&Cs apply.","https://www.instagram.com/p/Cu50nvHtu8B/"
"Vodafone AU","","vodafoneau","37","likes",3,2023-06-29,"Our recent Ones to Watch event - backed by @vodafoneau, was an absolute blast, and we're still buzzing with excitement. ðŸŽ¸ From electrifying vocals on I mind-blowing beats, these incredible artists left us craving for more. @sam_mcgov, @lolascottmusic and @stumpstheband. We're proud to be apart of these events to showcase the best of our Australian musical talent. ðŸŽµðŸŽ¤","https://www.instagram.com/p/CuD-a58M8DV/"
"Vodafone AU","","vodafoneau","43","likes",7,2023-06-14,"Want the chance to WIN a VIP double pass to Lizzo: The Special Tour in Australia? Of course, you do! Click the link in our bio to enter and tell us in 'In 25 words of less' for your chance to win. Competition starts 14/6 and ends 2/07. T&Cs apply.","https://www.instagram.com/p/CtcssAlhiuT/"
"Vodafone AU","brocfeeney93","vodafoneau","950","likes",4,2023-05-19,"Paid partnership with brocfeeney93","https://www.instagram.com/p/CsaK4NRvzNq/"
"Vodafone AU","daffidreynolds","vodafoneau","418","likes",21,2023-05-19,"Paid partnership with daffidreynolds","https://www.instagram.com/p/CsZ2CqlP_Ja/"
"Vodafone AU","","vodafoneau","44","likes",4,2023-05-02,"Vodafone is connecting customers to the magic of live music - introducing Vodafone Ticket. This is your ticket to Vodafone only pre-sales, VIP experiences and exclusive invites to see the biggest artists touring Australia. Click the link in our bio to find out more. T&Cs Apply.","https://www.instagram.com/p/CruER7VrF7C/"
"Vodafone AU","","vodafoneau","241","likes",35,2022-03-04,"As of today, we're offering free mobile calls from Australia to Ukraine. More details available in the link below: www.tpgtelecom.com.au/ukraine","https://www.instagram.com/p/Caq3revlpUc/"
"Vodafone AU","","vodafoneau","567","views",2,2021-12-25,"Goodwill over. Time to resume the rivalry in front of 80,000 fans. We hope you had a great Christmas Day, here's to another great day at the MCG.  The #1 Global Rivalry. Proudly brought to you by Vodafone, the #1 Global 5G Network. Vodafone's 5G Network rolling out in selected areas of major cities. Check website for coverage. 5G approved device required. #1 Global: 5G presence in most number of countries.","https://www.instagram.com/p/CX5K-UCLZwW/"
"Vodafone AU","","vodafoneau","371","views",1,2021-12-24,"It's not about where you are this Christmas -- it's about who you're with. Reconnect with everyone special to you this holiday season.  Merry Christmas from Vodafone. #1 Global 5G Network Vodafone's 5G Network rolling out in selected areas of major cities. Check website for coverage. 5G approved device required. #1 Global: 5G presence in most number of countries.","https://www.instagram.com/p/CX12K1ZLwt6/"
"Vodafone AU","","vodafoneau","404","views",3,2021-12-21,"It's not the thought that counts, it's the call. Bring a smile to a loved one's face this Christmas.  It's All G with Vodafone. #1 Global 5G network.  Vodafone's 5G Network rolling out in selected areas of major cities. Check website for coverage. 5G approved device required. #1 Global: 5G presence in most number of countries.","https://www.instagram.com/p/CXuHvu7Fn9o/"
"Vodafone AU","","vodafoneau","489","views",1,2021-12-16,"Vodafone's 5G network is rolling out across Australia. And to celebrate, we're giving you the chance to win 1 of 20 x $5,000 holiday vouchers or 1 of 10 Samsung Galaxy Z Flip3 5G (128GB).  Vodafone's 5G network is rolling out in selected areas of major cities. 5G approved device required. Check website for coverage. Competition open to customers aged 18+ who sign up or upgrade to a new eligible Vodafone plan. Ends 31/1/22. Permit numbers: ACT TP 21/02143; NSW TP/01529; SA T21/1930. T&C apply.","https://www.instagram.com/p/CXhbqoQrxpU/"
"Vodafone AU","","vodafoneau","3,919","views",35,2021-09-18,"It's almost here! The new iPhone 13 Pro is coming to Vodafone with the biggest Pro Camera system upgrade ever. Be amongst the first to pre-order from just $48/mth over 36 months. Plan costs additional. Total Min Cost $1739 (128GB). Don't miss out! vodafone.com.au/iphone","https://www.instagram.com/p/CT8TU8jDEbu/"
"Vodafone AU","","vodafoneau","1,100","views",1,2021-08-25,"An under-display selfie camera? A_loveeyes± You better believe it - we go hands on with the new Samsung Galaxy Z Fold3. Order yours today with Vodafone A_loveeyes‰. #GalaxyZFold3","https://www.instagram.com/p/CS_AETRHK0z/"
"Vodafone AU","","vodafoneau","1,566","views",6,2021-08-17,"We got our hands on the Samsung Galaxy Z Flip3 and we're loving that bigger cover screen A_loveeyes. Check out our first impressions.","https://www.instagram.com/p/CSqT0sdJVgR/"
"Vodafone AU","","vodafoneau","1,944","views",9,2021-07-20,"A premium phone with no camera bump? A_loveeyes± Check out our favourite features of the TCL 20 Pro. Order yours today - link in our bio.","https://www.instagram.com/p/CRh30AQDW5w/"
"Vodafone AU","","vodafoneau","36","likes",19,2021-05-09,"To the masters of multi-tasking, the queens of connection, we're wishing all Mums a Happy Mother's Day!","https://www.instagram.com/p/COoZ1toBA75/"
"Vodafone AU","","vodafoneau","42","likes",8,2021-05-06,"Who doesn't love great value? ðŸ¤‘ Vodafone recently won the Canstar Blue Telco Award for Outstanding Value â€“ Phone on a Plan for 2021, so find out how we give you great value every day - link in our bio.","https://www.instagram.com/p/COhTXSthjH2/"
"Vodafone AU","","vodafoneau","726","views",12,2021-04-21,"Supercars champion @jamiewhincup knows a thing or two about ruling with speed on the track. See how he rules off the track with Vodafone 5G.Vodafone 5G is rolling out to selected areas of major cities. 5G approved device required. See vodafone.com.au/5G","https://www.instagram.com/p/CN6DRFGhGnC/"
"Vodafone AU","","vodafoneau","54","likes",12,2021-04-19,"Samsung's latest mid-range phones have landed, and they're packing quite the punch at their price point ðŸ’¥. From quad rear-camera systems to expandable storage, here's the lowdown on the Galaxy A32 5G and A52 5G - link in bio.Our 5G network is rolling out to selected areas of major cities. Check vodafone.com.au/5G for more information.","https://www.instagram.com/p/CN1iV0Ajtzv/"
"amaysim","","amaysim","42","likes",3,2023-08-07,"No rush! There's always room for more!","https://www.instagram.com/p/Cvozh4nJp2i/"
"amaysim","","amaysim","22","likes",2,2023-07-31,"That feeling when you peel the protective plastic off the screen... *chef kiss*","https://www.instagram.com/p/CvWx8hLv_jj/"
"amaysim","","amaysim","53","likes",1,2023-07-27,"Just an amaysim girl in an amaysim world.","https://www.instagram.com/p/CvMlj5oLsqw/"
"amaysim","","amaysim","26","likes",1,2023-07-24,"Hey Siri, play the ""Hits From My Formative Years"" playlist.","https://www.instagram.com/p/CvEwb11AlPM/"
"amaysim","","amaysim","44","likes",6,2023-07-17,"Ain't nobody got time for that.","https://www.instagram.com/p/CuyuxWwNsQX/"
"amaysim","","amaysim","31","likes",3,2023-07-11,"And we'll always look after you!","https://www.instagram.com/p/CujSBpjOg4l/"
"amaysim","","amaysim","56","likes",2,2023-07-07,"We've joined the New (digital) Frontier. If you're ready to add another social media account to your life, come follow us on Threads.","https://www.instagram.com/p/CuY--YDrcpY/"
"amaysim","","amaysim","125","likes",16,2023-07-04,"G+G+G+G+G. Count them! And when you're done counting share the news that new and existing customers on our $30, $40, and $50 Unlimited Mobile Plans will automatically receive 5G network access included in their mobile plan at no extra cost. Check out our website for all the deets â€“ amaysim.com.au  #feelamaysim","https://www.instagram.com/p/CuRXR3brjWI/"
"amaysim","","amaysim","97","likes",0,2023-07-03,"Winner, winner, headphone dinner? Congratulations to @rarefarah who was the first to correctly guess the number of phones in our post. The correct answer this time was 142. Thanks to everyone who entered and keep an eye out for the next amaysim Goodybag!","https://www.instagram.com/p/CuN6Ur1vjCI/"
"amaysim","","amaysim","18","likes",0,2023-06-30,"The ol' risky bathroom scroll ðŸš½","https://www.instagram.com/p/CuG9PCTAUAc/"
"amaysim","","amaysim","28","likes",2,2023-06-29,"Meal rules don't count on holiday, ok!","https://www.instagram.com/p/CuEYhmfMT0a/"
"amaysim","","amaysim","307","likes",20,2023-06-19,"** THIS COMPETITION IS NOW CLOSED **ðŸ§¡WINðŸ§¡ It's Goodybag time and we're giving away some Bose headphones for you and a friend â€“ perfect for when you feel the thrill of a whole lotta mobile for less and want to run down the street in celebration!To win them, all you need to do is tell us how many phones you think are in the photo of this post.First person with the correct answer wins. That's it. So tell your friends to get involved!This competition is open to all Australian residents with a Facebook account who are over the age of 18 and will close at 11:59PM (AEDT) on 26 June 2023. If you're a winner, we'll contact you via Instagram within seven days of the competition closing. This competition is in no way sponsored, administered by or associated with Meta or Bose. Limit 1 entry/person.As always T&C's apply â€“ Check our bio for a link to the T&C's. Want to win more prizes? Pop on over to our Facebook or TikTok accounts for more chances to win in the June Goodybag.","https://www.instagram.com/p/CtqAT_TxgqA/"
"amaysim","","amaysim","42","likes",0,2023-06-16,"Affiliated post, couldn't find content","https://www.instagram.com/p/Ctim0gxg9Gl/"
"amaysim","","amaysim","768","views",0,2023-06-08,"Today we're celebrating all of the world's beautiful oceans and we're pumped to get out amongst our marine friends! ðŸ ","https://www.instagram.com/p/CtNBV6utXVP/"
"amaysim","","amaysim","979","views",5,2023-06-07,"Thanks for being with us, Janith!","https://www.instagram.com/p/CtLu_pDMEWM/"
"amaysim","","amaysim","35","likes",0,2023-06-05,"You know that feeling of complete liberation you get because your telco gives you a whole lotta mobile for less? Of course you do, you're with amaysim! Well, check out our new commercial anyways - we want everyone to ""feel amaysim""!","https://www.instagram.com/p/CtF606LM1nQ/"
"amaysim","","amaysim","822","views",2,2023-06-02,"Winter's here! Don't worry, we hear ice baths are all the rage these days. *does that weird breathing technique thingo*","https://www.instagram.com/p/Cs-3BFIIFp4/"
"amaysim","","amaysim","920","views",4,2023-06-01,"We've been working on something amay-zing. Can't wait to share it with you next week!","https://www.instagram.com/p/Cs8STc9MhKh/"
"amaysim","","amaysim","906","views",1,2023-05-31,"Why can't we just be friends? ðŸ‰","https://www.instagram.com/p/Cs5tZnQoEWS/"
"amaysim","","amaysim","15","likes",0,2023-05-29,"Plz be careful texting and walking.","https://www.instagram.com/p/Cs0j0mxMm7y/"
"amaysim","","amaysim","1,302","views",17,2023-05-26,"You're simply awesome, Helen!","https://www.instagram.com/p/Css1eE7sfn3/"
"amaysim","","amaysim","23","likes",1,2023-05-24,"Roam if you want to! âœˆï¸","https://www.instagram.com/p/CsntmvJu7Sy/"
"amaysim","","amaysim","25","likes",1,2023-05-23,"We're the real Australian Beauty.","https://www.instagram.com/p/CslNkS2tX37/"
"amaysim","","amaysim","869","views",11,2023-05-19,"What would you do with a 20TB data bank?","https://www.instagram.com/p/Csaz6e6hXcK/"
"amaysim","","amaysim","97","likes",39,2023-05-17,"We got you! ðŸ§¡","https://www.instagram.com/p/CsVqV_NhO8_/"
"amaysim","","amaysim","34","likes",1,2023-05-16,"Travelling overseas? No need to hunt down a travel SIM, get connected from the moment you land with your Aussie number.Click the link in bio for all the info on International Roaming Packs.","https://www.instagram.com/p/CsTFfL9sQN3/"
"amaysim","","amaysim","24","likes",0,2023-05-13,"She's probably lying if she says she just wants a hug. PS, it's tomorrow, don't forget!","https://www.instagram.com/p/CsKEw__OLuP/"
"amaysim","","amaysim","63","likes",14,2023-05-11,"eSIM is short for ""embedded SIM""It works just like a regular SIM card but is completely digital. Instead of having to purchase and insert a physical SIM card into your device, eSIMs can be downloaded and activated on your eSIM compatible phone in a matter of minutes at no extra cost.Did you know you some phones support the use of both a physical SIM and an eSIM? Essentially enabling two numbers on the one device. Pretty nifty, huh!?","https://www.instagram.com/p/CsGNe-buxRY/"
"amaysim","","amaysim","14","likes",3,2023-05-09,"On the back of a jet-ski?","https://www.instagram.com/p/CsA2KNXNOnZ/"
"amaysim","","amaysim","50","likes",1,2023-05-05,"We're chuffed you've been so loyal, Dana!","https://www.instagram.com/p/Cr2wuLyrG8H/"
"amaysim","","amaysim","27","likes",0,2023-05-04,"This is going straight to the pool room! Thanks, Finder, for naming us the winner of the ""Prepaid Mobile Provider - Value"" category at Finder's 2023 Mobile Awards in Australia.","https://www.instagram.com/p/Cr0L9XEPlQX/"
"amaysim","","amaysim","576","views",2,2023-05-02,"Say goodbye travel SIM, hello amaysim. Keep your Aussie number and your savings when you roam overseas.Click the link in bio for list of destinations and more info.","https://www.instagram.com/p/Cru0n3Nslo8/"
"amaysim","","amaysim","31","likes",7,2023-04-27,"Opening the amaysim Facebook page right? Right?","https://www.instagram.com/p/Crh8n2AO0Hw/"
"amaysim","","amaysim","49","likes",0,2023-04-25,"Today, and every day, we remember them.","https://www.instagram.com/p/CrbuXeYgUEk/"
"amaysim","","amaysim","331","views",0,2023-04-20,"You're great all round, Steven!","https://www.instagram.com/p/CrQI0qPBVH3/"
"amaysim","","amaysim","685","views",1,2023-04-19,"How much have you banked?","https://www.instagram.com/p/CrNkBUWPaz5/"
"amaysim","","amaysim","588","views",9,2023-04-17,"Got the travel bug? Our International Roaming Packs will cover you in over 90 popular travel destinations.Click the link in bio for list of destinations and more info â˜","https://www.instagram.com/p/CrIadyVLbYi/"
"amaysim","","amaysim","546","views",0,2023-04-14,"It's the middle of autumn! Grab your phone and go explore our beautiful country while it's not too hot and not too cold (well, in theory).","https://www.instagram.com/p/CrAeWvNuUb_/"
"amaysim","","amaysim","16","likes",1,2023-04-11,"In the toaster.","https://www.instagram.com/p/Cq4v58CLDjw/"
"amaysim","","amaysim","1,668","views",6,2023-04-09,"What's better than a chocolate egg?","https://www.instagram.com/p/CqyhqrlMiEH/"
"amaysim","","amaysim","49","likes",4,2023-04-08,"Well, hello there long weekend, it's been too long!","https://www.instagram.com/p/Cqv82W3sC-W/"
"amaysim","","amaysim","37","likes",2,2023-04-05,"Yessssss, Phillip!","https://www.instagram.com/p/Cqpg47uhwmh/"
"amaysim","","amaysim","6","likes",6,2023-04-04,"Our International Roaming Packs have landed! Now you can ditch daily roaming charges by adding a wallet-friendly roaming pack to your plan.Say goodbye travel SIM, hello amaysim. Existing amaysim customers can choose standard text & talk, data only or a pack with the works to use in selected destinations.No matter what you choose, one thing they all have in common is great value, so you can save your money for the fun stuff while travelling.Check it out at the link in bio â˜","https://www.instagram.com/p/Cqm8JgLPKA_/"
"amaysim","","amaysim","21","likes",4,2023-03-31,"Is it possible to relax without your favourite playlist?","https://www.instagram.com/p/CqcUSa7pJhB/"
"amaysim","","amaysim","43","likes",4,2023-03-28,"How much of this is yours?","https://www.instagram.com/p/CqUzvCGL66f/"
"amaysim","","amaysim","16","likes",0,2023-03-27,"Amazing iPhone 13. Amazing Value Plan.Buy iPhone 13 now and you'll get 50% off your first renewal of a 90-day plan. Offer ends 31/03/23.Ts & Cs apply.","https://www.instagram.com/p/CqSBLuDuZW8/?img_index=1"
"amaysim","","amaysim","34","likes",6,2023-03-24,"You're pretty amazing yourself, Han C!","https://www.instagram.com/p/CqKgkF1v4bB/"
"amaysim","","amaysim","36","likes",1,2023-03-22,"D_fire EXCLUSIVE MOBILE OFFER D_fire$10 for 55GB first renewal! Click link in bio to access.Ongoing is $30 for 32GB/28 days.âœ”ï¸ UNLIMITED Data Banking. T&Cs apply.âœ”ï¸ No Lock-Insâœ”ï¸ BYO Numberâœ”ï¸ FREE SIM Delivery in Ozâœ”ï¸ Optus 4G Plus Network","https://www.instagram.com/p/CqFW3f1MGjz/"
"amaysim","","amaysim","37","likes",0,2023-03-21,"Shouting Big Love this Harmony Week (and every week), to our amay-zing customers!","https://www.instagram.com/p/CqCyE02Br2v/"
"amaysim","","amaysim","44","likes",0,2023-03-17,"Wishing everyone the luckiest of days this St Patrick's Day ðŸ€","https://www.instagram.com/p/Cp3Mg59vPRa/"
"amaysim","","amaysim","31","likes",1,2023-03-15,"We're feeling the Big Love, RR11!","https://www.instagram.com/p/CpzVVuALRIx/"
"amaysim","","amaysim","23","likes",0,2023-03-13,"It's the month of ""not too hot, not too cold"". Grab your phone and get out and about.","https://www.instagram.com/p/CpuLu3lt9yt/"
"amaysim","","amaysim","18","likes",2,2023-03-10,"""Big Love"" - Fleetwood Mac?","https://www.instagram.com/p/CpmPmMOOij1/"
"amaysim","","amaysim","48","likes",0,2023-03-08,"Shouting Big Love on International Women's Day to all the women who continue to inspire us on the daily. May we continue to work hard at amplifying female voices in all spaces to further foster a rich, diverse, and inclusive community. Big Love x","https://www.instagram.com/p/CpgBWIZuTQ7/"
"amaysim","","amaysim","530","views",0,2023-03-07,"Watch Emily's full story - Link in bio â˜We're proud to celebrate the achievements of women in business, so we're throwing the spotlight on Emily Attard, long-time amaysim customer and founder of Specialist Hoops - an amazing organisation promoting inclusion in sport. Check out her incredible story and see the Big Love she's bringing to the community.To discover more about Specialist Hoops, head on over to their website www.specialisthoops.org.au","https://www.instagram.com/p/CpehRdsL7I1/"
"amaysim","","amaysim","44","likes",5,2023-03-06,"All things iPhone now at amaysim!Buy an iPhone now and you'll get 50% off your first renewal of a 90-day plan. Offer ends 31/03/23.Ts & Cs apply.","https://www.instagram.com/p/Cpb8fvDuIpH/?img_index=1"
"amaysim","","amaysim","638","views",0,2023-03-05,"Shoutout to the legends making our beautiful country a little cleaner this weekend.","https://www.instagram.com/p/CpYS-J2JQ0Z/"
"amaysim","","amaysim","516","views",0,2023-03-03,"It's World Wildlife Day! Massive shout out to all the animals out there (yes, even bush turkeys) ðŸ¦ƒ","https://www.instagram.com/p/CpUbxtdymj5/"
"amaysim","","amaysim","513","views",4,2023-03-01,"What I say: ""Yay! Autumn!"" What I think: ""Why did summer have to end A_loveeyes­""","https://www.instagram.com/p/CpPSMVbhncP/"
"amaysim","","amaysim","18","likes",1,2023-02-28,"Open exchange rate app. Enter cost of meal. Order glass of water.","https://www.instagram.com/p/CpMfpVosj00/"
"amaysim","","amaysim","1,763","views",9,2023-02-27,"Guess how much data we banked last month?","https://www.instagram.com/p/CpKIm6SrNs7/"
"amaysim","","amaysim","371","views",0,2023-02-23,"Thanks for all the Big Love, Pankaj!","https://www.instagram.com/p/Co_1azCyimb/"
"amaysim","","amaysim","507","views",0,2023-02-21,"One week to go! What's left on your summer bucket list?","https://www.instagram.com/p/Co6r1k5PfoJ/"
"amaysim","","amaysim","111","likes",8,2023-02-17,"Shouting Big Love to all our LGBTQIA+ customers and allies, as Sydney (and the world) switches into full rainbow mode! May your glitter sparkle and your disco balls shine extra bright!","https://www.instagram.com/p/CowLEAyAcwH/"
"amaysim","","amaysim","579","views",2,2023-02-16,"No, YOU'RE the best, Brendan!","https://www.instagram.com/p/Cotz2zeAqdh/"
"amaysim","","amaysim","36","likes",0,2023-02-14,"So many features to fall in love with...","https://www.instagram.com/p/CooqQDXvh2X/"
"amaysim","","amaysim","115","likes",4,2023-02-14,"In response to the devastating earthquakes in TÃ¼rkiye and Syria, amaysim is providing customers with free standard international calls to these regions from Australia.Customers in Australia with loved ones in TÃ¼rkiye and Syria can take advantage of free standard international calls to both countries until 31 March 2023, making it a little easier to stay connected, without the additional worry of extra charges on your bill. Please note text messages are not included in this offer. Big Love, amaysim ðŸ§¡","https://www.instagram.com/p/Con6MLxMDdG/"
"amaysim","","amaysim","29","likes",0,2023-02-13,"Buzz buzz. Buzz buzz. Buzz buzz. ðŸ’”","https://www.instagram.com/p/ComFdSgM7AC/"
"amaysim","","amaysim","530","views",1,2023-02-09,"Summer âœ… Sunshine âœ… Time to do some ""work from home""...","https://www.instagram.com/p/CobyS71PAgv/"
"amaysim","","amaysim","21","likes",0,2023-02-07,"Watch Zaher's story - Link in bio â˜Say hello to Big Love Legend Zaher Mukhalalati, long-time amaysim customer and co-founder of Safee - an app that helps improve road safety for truck drivers (and everyone). Like all our Big Love Legends, we want to shine some light on the inspiring work he's doing in the community. Earlier this year we joined Zaher on the road to hear his story and see the app in action.To discover more about Safee, head on over to his website www.safee.com.au","https://www.instagram.com/p/CoWor3PMNWp/"
"amaysim","","amaysim","648","views",5,2023-02-03,"Fri-yay! What's your favourite way to unwind on the weekend?","https://www.instagram.com/p/CoMHyzhOsrd/"
"amaysim","","amaysim","529","views",4,2023-02-01,"Hurry up green battery icon!","https://www.instagram.com/p/CoHL7txtymJ/"
"amaysim","","amaysim","499","views",0,2023-01-26,"Brace yourself: The BBQ snaps are coming.","https://www.instagram.com/p/Cn2cw6zu6l5/"
"amaysim","","amaysim","24","likes",5,2023-01-24,"If you're happy, we're happy! Thanks, Jess S.","https://www.instagram.com/p/Cnylj77Swul/"
"amaysim","","amaysim","614","views",2,2023-01-22,"ðŸ§¡ðŸ°ðŸ§¡","https://www.instagram.com/p/CnsJl3-AFIe/"
"amaysim","","amaysim","1,006","views",0,2023-01-19,"Modern survival skills","https://www.instagram.com/p/CnltmueL525/"
"amaysim","","amaysim","737","views",0,2023-01-12,"Unless it's in the pants you just sent through the wash","https://www.instagram.com/p/CnTsB4IuYBy/"
